796.10755882667456,1476
796.37729284998079,1620
796.64703598168478,1587
796.9167882009657,1640
797.186549486999,1946
797.45631981895667,2227
797.72609917600641,2430
797.9958875373128,2512
798.26568488203611,2550
798.53549118933347,2587
798.805306438358,2543
799.07513060825909,2597
799.34496367818269,2496
799.614805627271,2478
799.88465643466247,2556
800.15451607949183,2571
800.4243845408904,2643
800.69426179798575,2595
800.96414782990178,2542
801.23404261575888,2605
801.50394613467358,2651
801.773858365759,2620
802.04377928812482,2691
802.31370888087679,2504
802.5836471231172,2396
802.85359399394486,2447
803.123549472455,2509
803.39351353773918,2538
803.66348616888536,2623
803.93346734497823,2692
804.20345704509873,2615
804.4734552483244,2589
804.743461933729,2606
805.013477080383,2626
805.28350066735356,2570
805.5535326737039,2624
805.823573078494,2587
806.09362186078022,2557
806.3636789996159,2474
806.63374447405022,2636
806.90381826312944,2694
807.17390034589619,2559
807.44399070138957,2645
807.71408930864538,2614
807.98419614669592,2632
808.25431119457028,2675
808.52443443129368,2778
808.79456583588842,2638
809.06470538737324,2685
809.33485306476348,2753
809.60500884707085,2746
809.87517271330432,2776
810.1453446424689,2787
810.41552461356639,2872
810.68571260559554,2756
810.95590859755134,2686
811.226112568426,2697
811.49632449720752,2863
811.76654436288175,2938
812.03677214443019,2893
812.30700782083159,2944
812.57725137106127,2925
812.84750277409148,2830
813.11776200889085,2878
813.388029054425,2891
813.65830388965628,2882
813.92858649354343,2868
814.19887684504261,2799
814.469174923106,2814
814.73948070668325,2877
815.00979417472035,2780
815.28011530616027,2885
815.55044407994251,2833
815.820780475004,2810
816.09112447027769,2740
816.361476044694,2766
816.63183517717971,2818
816.90220184665873,2883
817.17257603205189,2822
817.44295771227667,2728
817.71334686624721,2676
817.98374347287518,2668
818.25414751106848,2753
818.5245589597323,2571
818.79497779776852,2617
819.065404004076,2644
819.33583755755046,2600
819.60627843708471,2423
819.8767266215682,2282
820.14718208988756,2475
820.4176448209264,2466
820.688114793565,2343
820.958591986681,2446
821.22907637914841,2240
821.49956794983893,2304
821.77006667762078,2237
822.04057254135932,2351
822.3110855199169,2392
822.581605592153,2180
822.85213273692375,2069
823.12266693308266,2299
823.39320815948031,2147
823.66375639496391,2537
823.93431161837827,2454
824.2048738085648,2056
824.47544294436227,2150
824.74601900460618,2420
825.01660196812963,2453
825.28719181376243,2310
825.55778852033154,2408
825.82839206666119,2403
826.09900243157267,2349
826.36961959388407,2218
826.64024353241109,2638
826.91087422596627,2820
827.18151165335951,2714
827.45215579339765,2546
827.72280662488481,2533
827.99346412662226,2657
828.26412827740853,2574
828.53479905603922,2456
828.80547644130729,2262
829.07616041200254,1927
829.34685094691258,1767
829.61754802482164,2018
829.88825162451155,2396
830.1589617247613,2532
830.429678304347,2556
830.70040134204214,2558
830.97113081661769,2595
831.24186670684128,2809
831.51260899147837,2731
831.78335764929159,2623
832.05411265904081,2428
832.32487399948309,2547
832.595641649373,2627
832.86641558746237,2655
833.13719579250017,2749
833.40798224323316,2712
833.67877491840477,2430
833.94957379675657,2283
834.22037885702707,2378
834.491190077952,2474
834.7620074382645,2563
835.0328309166955,2491
