Wavelength,Intensity
197.31843431919879,16921.69921875
201.48616933759149,17183.599609375
205.65124956070576,17297
209.81367719610535,17320.69921875
213.973454448942,17282.599609375
218.13058352196094,17264.5
222.28506661551182,17318.30078125
226.43690592754865,17381.69921875
230.58610365362256,17481.599609375
234.73266198690726,17543.599609375
238.87658311818086,17722.900390625
243.01786923583677,18000.30078125
247.15652252589825,18233.80078125
251.29254517199661,18411.19921875
255.4259393554039,18622.900390625
259.55670725501113,18810.900390625
263.68485104734827,18972.80078125
267.81037290657514,19087.599609375
271.93327500449595,19259.099609375
276.05355951055753,19256.5
280.17122859184747,19408.5
284.28628441310866,19547.400390625
288.39872913673025,19711.69921875
292.5085649227567,19811.900390625
296.61579392889325,20064.599609375
300.72041831051138,20212.5
304.82244022064151,20375.900390625
308.92186180998033,20610.5
313.01868522690165,20700.900390625
317.112912617451,20905.80078125
321.20454612534922,20852.900390625
325.29358789200342,20878.69921875
329.38004005650328,20914.5
333.46390475562112,20913.5
337.54518412381913,20962.599609375
341.62388029326576,20999.80078125
345.69999539381024,20971.900390625
349.77353155300989,20874.19921875
353.84449089612281,20898.900390625
357.91287554611517,20934
361.97868762365761,20994.5
366.04192924714152,20994.599609375
370.10260253266097,21144
374.16070959404351,21252.69921875
378.21625254282844,21302.099609375
382.26923348827768,21442.80078125
386.31965453739213,21473.900390625
390.36751779489532,21344.5
394.41282536324434,21359.69921875
398.45557934263707,21458.900390625
402.49578183101039,21433.900390625
406.53343492404383,21325
410.56854071516318,21258
414.60110129554414,21046.80078125
418.6311187541196,20956.19921875
422.65859517756326,21048.599609375
426.68353265032783,20919.19921875
430.7059332546105,20800.80078125
434.72579907038016,20838.5
438.74313217537747,20728.5
442.75793464510753,20766
446.77020855284718,20807.5
450.77995596965593,20803.900390625
454.78717896437229,20938.80078125
458.79187960361378,20954
462.79405995178786,20982.400390625
466.79372207108645,20896.69921875
470.7908680215005,20967.900390625
474.78549986080543,21016.69921875
478.77761964458659,20985.099609375
482.76722942621382,21098.099609375
486.7543312568796,21114.5
490.73892718556635,21087.099609375
494.72101925907918,21084.599609375
498.70060952202584,21065
502.67770001683493,21062.80078125
506.65229278375409,21047.30078125
510.62438986084817,21151.19921875
514.593993284012,21071.400390625
518.56110508696111,21194
522.52572730124666,21202.30078125
526.48786195624962,21232.80078125
530.44751107919183,21211.30078125
534.40467669512873,21242.80078125
538.35936082695844,21262.69921875
542.3115654954272,21352.30078125
546.2612927191276,21404.099609375
550.2085445144985,21326.19921875
554.15332289584148,21308
558.09562987530626,21408.599609375
562.03546746290522,21319.400390625
565.97283766651162,21219.599609375
569.90774249186506,21169.69921875
573.84018394257328,21104
577.770164020114,21036.5
581.69768472383657,21114.19921875
585.6227480509715,21195.19921875
589.54535599662449,21222.599609375
593.46551055378586,21292.19921875
597.38321371333222,21110
601.29846746401927,21089.400390625
605.2112737925072,21193.900390625
609.12163468334074,21203.19921875
613.02955211896187,21201.900390625
616.93502807971345,21170.400390625
620.83806454383739,21147.5
624.73866348748743,21064
628.63682688471636,21142.5
632.5325567074924,21098.80078125
636.42585492569742,21125.599609375
640.31672350712506,20995.80078125
644.20516441748987,20972
648.0911796204291,20940.69921875
651.97477107750819,20950.69921875
655.85594074821165,20828.5
659.73469058995579,20896.30078125
663.61102255809237,20821.80078125
667.48493860591043,20845.69921875
671.356440684629,20793.900390625
675.22553074342068,20772.30078125
679.09221072938635,20894.69921875
682.95648258758592,20783.599609375
686.818348261022,20758.900390625
690.67780969065279,20759.19921875
694.53486881538629,20813.30078125
698.389527572097,20810.30078125
702.24178789560574,20802.30078125
706.091651718707,20692.30078125
709.9391209721598,20793.599609375
713.7841975846859,20843.900390625
717.62688348298252,20863.900390625
721.46718059172053,20903.900390625
725.30509083354082,20793.80078125
729.14061612907062,20749.69921875
732.97375839691813,20779.5
736.80451955367425,20758.5
740.63290151391448,20891.400390625
744.45890619020793,20759
748.28253549311376,20651.5
752.10379133118659,20664.599609375
755.922675610982,20592.599609375
759.73919023705275,20619.5
763.5533371119509,20579.80078125
767.36511813623838,20510.400390625
771.17453520849085,20516.400390625
774.98159022528671,20547.599609375
778.78628508121619,20546.80078125
782.58862166889776,20349.69921875
786.38860187895989,20371.30078125
790.18622760004837,20386.900390625
793.981500718839,20373.599609375
797.7744231200395,20253.5
801.56499668637844,20219.69921875
805.35322329861992,20241.099609375
809.1391048355581,20254.80078125
812.92264317403351,20136.80078125
816.70384018891673,20189.099609375
820.48269775312474,20092
824.25921773762093,20157.19921875
828.03340201141873,20072.5
831.80525244156706,20088.599609375
835.57477089318672,20092.30078125
839.34195922943945,19991
843.106819311557,20050
846.86935299882134,20089
850.629562148577,20061.69921875
854.38744861624036,20045.80078125
858.14301425529266,19909.5
861.89626091728678,20027.5
865.64719045184938,19930.19921875
869.39580470668079,19891.69921875
873.142105527555,19896.30078125
876.886094758338,19925.69921875
880.62777424096748,19850.900390625
884.36714581547494,19936.599609375
888.10421131997828,19884.400390625
891.83897259068181,19785.69921875
895.57143146188719,19820.099609375
899.30158976598977,19727.30078125
903.0294493334859,19760.400390625
906.755011992971,19632.900390625
910.47827957114714,19639.69921875
914.19925389280979,19536.69921875
917.91793678088288,19504.599609375
921.63433005637853,19511.599609375
925.34843553844075,19426.900390625
929.06025504432,19459.900390625
932.76979038938225,19431.599609375
936.47704338712538,19278.400390625
940.182015849161,19170.099609375
943.884709585227,19202.099609375
947.58512640318986,19246.19921875
951.28326810904946,19115.400390625
954.97913650693954,19117
958.67273339911662,19006.80078125
962.36406058599277,19019.400390625
966.05311986611014,18966.30078125
969.73991303615367,18917.5
973.42444189095477,19002.80078125
977.1067082234913,18935.5
980.78671382489847,18970.5
984.46446048444886,18908.400390625
988.13994998958515,18970.69921875
991.8131841258928,18945.19921875
995.484164677131,18902
999.152893425211,18917.80078125
1002.8193721502121,18836.099609375
1006.4836026303801,18844.400390625
1010.1455866421293,18776
1013.8053259600438,18714.400390625
1017.4628223568834,18816.5
1021.1180776035853,18764.30078125
1024.7710934692641,18749.19921875
1028.4218717212134,18675.30078125
1032.0704141249189,18543.80078125
1035.7167224440345,18546.19921875
1039.3607984404189,18639.900390625
1043.0026438741188,18614.599609375
1046.6422605033622,18490.400390625
1050.2796500845852,18489.5
1053.9148143724142,18381.599609375
1057.5477551196764,18435.099609375
1061.1784740774019,18329.80078125
1064.8069729948293,18372.099609375
1068.4332536194015,18318.69921875
1072.0573176967609,18345.30078125
1075.6791669707764,18250.69921875
1079.298803183523,18142.400390625
1082.9162280752917,18197.30078125
1086.5314433845961,18148.900390625
1090.14445084816,18041.19921875
1093.7552522009446,18060.400390625
1097.3638491761285,18002.099609375
1100.9702435051149,17953.30078125
1104.5744369175445,17997.80078125
1108.1764311412844,17903.69921875
1111.776227902441,17924.80078125
1115.3738289253561,17829.19921875
1118.9692359326018,17840.900390625
1122.562450645004,17652.599609375
1126.1534747816295,17657.599609375
1129.7423100597825,17552
1133.3289581950285,17583.900390625
1136.91342090117,17683.400390625
1140.4956998902726,17642
1144.0757968726484,17571.400390625
1147.653713556876,17479.400390625
1151.2294516497841,17312
1154.8030128564715,17358.5
1158.3743988802926,17305.400390625
1161.9436114228756,17295
1165.5106521841099,17246.69921875
1169.075522862162,17175
1172.6382251534669,17055.099609375
1176.1987607527353,17051.5
1179.7571313529588,16953.400390625
1183.3133386453992,17022.80078125
1186.867384319612,16974.69921875
1190.4192700634321,17016.099609375
1193.9689975629735,16912.80078125
1197.5165685026495,16989.19921875
1201.0619845651563,16952.099609375
1204.6052474314856,16875.400390625
1208.1463587809212,16790.80078125
1211.6853202910515,16727.400390625
1215.222133637757,16668.900390625
1218.7568004952191,16700.099609375
1222.2893225359276,16649.599609375
1225.819701430677,16664.900390625
1229.3479388485648,16595.5
1232.8740364570076,16552.900390625
1236.3979959217268,16467.599609375
1239.9198189067611,16401
1243.4395070744649,16396.19921875
1246.9570620855138,16298.900390625
1250.4724855989007,16360.2998046875
1253.9857792719413,16115.2001953125
1257.4969447602834,16110.099609375
1261.005983717896,16195.5
1264.5128977970817,16011.900390625
1268.0176886484642,15996.599609375
1271.5203579210138,15875.400390625
1275.0209072620328,15737.599609375
1278.5193383171609,15780.7998046875
1282.0156527303734,15696.7998046875
1285.5098521439977,15711.5
1289.0019381986949,15688.599609375
1292.4919125334818,15665.2998046875
1295.9797767857162,15588.5
1299.4655325911135,15431.599609375
1302.9491815837391,15495
1306.4307253960087,15310.599609375
1309.9101656587009,15261.2998046875
1313.3875040009498,15293.7001953125
1316.862742050258,15277.5
1320.3358814324838,15303.400390625
1323.8069237718519,15208.5
1327.2758706909553,15179.2001953125
1330.7427238107575,15006.900390625
1334.2074847505937,14960.2998046875
1337.6701551281694,14930.5
1341.1307365595731,14840.400390625
1344.5892306592632,14913.599609375
1348.0456390400832,14897.5
1351.4999633132538,14893.2001953125
1354.9522050883861,14819.599609375
1358.4023659734739,14701.7998046875
1361.8504475748941,14722.099609375
1365.2964514974228,14541.5
1368.7403793442209,14580.099609375
1372.182232716852,14565.099609375
1375.6220132152666,14616.099609375
1379.0597224378162,14525.900390625
1382.4953619812586,14561.400390625
1385.9289334407422,14592.2998046875
1389.3604384098362,14467.900390625
1392.7898784804984,14389.900390625
1396.2172552431111,14320.5
1399.6425702864526,14362.599609375
1403.065825197722,14349.2998046875
1406.4870215625342,14425
1409.9061609649143,14365.7998046875
1413.3232449873121,14338.7001953125
1416.738275210595,14299.2998046875
1420.1512532140478,14265.400390625
1423.562180575389,14193.7001953125
1426.9710588707603,14035.7001953125
1430.3778896747281,14071.900390625
1433.7826745602906,14031.7998046875
1437.1854150988838,14013.5
1440.5861128603719,14066.5
1443.9847694130585,13991.7001953125
1447.381386323681,13948.400390625
1450.7759651574252,13768.400390625
1454.1685074779107,13684.5
1457.5590148472093,13686
1460.94748882583,13620.900390625
1464.3339309727398,13611.599609375
1467.7183428453445,13701.2998046875
1471.1007259995149,13727
1474.4810819895629,13692.400390625
1477.8594123682669,13538
1481.2357186868576,13478.7998046875
1484.6100024950247,13359.7001953125
1487.9822653409246,13295.7998046875
1491.3525087711696,13324
1494.7207343308492,13259.7998046875
1498.0869435635068,13285.7998046875
1501.451138011169,13224.400390625
1504.8133192143196,13267.599609375
1508.1734887119273,13226.2001953125
1511.5316480414313,13105.2998046875
1514.8877987387477,13001.099609375
1518.2419423382707,13076.599609375
1521.5940803728809,12983.400390625
1524.9442143739343,13034
1528.2923458712758,13070.7001953125
1531.6384763932383,12983.599609375
1534.982607466638,12961.599609375
1538.3247406167884,12884.2001953125
1541.6648773674915,12731.7001953125
1545.0030192410395,12636.900390625
1548.3391677582295,12690.900390625
1551.6733244383486,12596.099609375
1555.0054907991907,12526.2001953125
1558.3356683570473,12613.7998046875
1561.6638586267109,12615.900390625
1564.9900631214878,12569.7998046875
1568.3142833531838,12439.5
1571.6365208321167,12403.099609375
1574.9567770671147,12316.2998046875
1578.2750535655232,12331.5
1581.5913518331945,12268.099609375
1584.9056733745037,12222.099609375
1588.2180196923437,12122.7998046875
1591.5283922881263,12120.5
1594.836792661783,12203.400390625
1598.1432223117754,12080
1601.4476827350863,11944.099609375
1604.7501754272307,11835.099609375
1608.0507018822464,11807.099609375
1611.3492635927068,11803.099609375
1614.6458620497178,11831.2001953125
1617.9404987429225,11762.7001953125
1621.2331751604979,11787.2001953125
1624.5238927891587,11828.099609375
1627.8126531141661,11715.7998046875
1631.0994576193152,11608.2998046875
1634.3843077869533,11553.599609375
1637.6672050979651,11562.900390625
1640.9481510317928,11560.900390625
1644.22714706642,11539.400390625
1647.5041946783895,11504.599609375
1650.7792953427834,11499.5
1654.052450533256,11499.599609375
1657.3236617220064,11458.7998046875
1660.5929303797966,11353.2001953125
1663.86025797595,11254.7998046875
1667.1256459783472,11159.7001953125
1670.3890958534394,11185.2001953125
1673.6506090662351,11126.900390625
1676.9101870803206,11088.7001953125
1680.1678313578414,11083.5
1683.4235433595204,11050.400390625
1686.6773245446511,10969.599609375
1689.9291763711026,10866.099609375
1693.1791002953178,10874.2998046875
1696.4270977723154,10750.599609375
1699.6731702557063,10697.400390625
1702.9173191976661,10711.2001953125
1706.1595460489661,10696.5
1709.3998522589591,10703.7001953125
1712.6382392755822,10679.599609375
1715.8747085453633,10660.900390625
1719.1092615134185,10595.400390625
1722.3418996234595,10519.900390625
1725.5726243177887,10417.599609375
1728.8014370373076,10392.7001953125
1732.0283392215097,10322
1735.25333230849,10368.099609375
1738.476417734948,10319.900390625
1741.6975969361756,10312
1744.9168713460822,10322.7001953125
1748.134242397171,10306.2001953125
1751.3497115205628,10248.5
1754.5632801459797,10077.900390625
1757.7749497017576,10051.2001953125
1760.9847216148464,9930.400390625
1764.19259731081,9876.599609375
1767.3985782138243,9947.900390625
1770.6026657466919,9999.7998046875
1773.8048613308238,9985.7001953125
1777.0051663862614,10010.599609375
1780.2035823316673,9879.7998046875
1783.4001105843254,9822.5
1786.5947525601423,9668.2001953125
1789.787509673668,9665.099609375
1792.9783833380643,9648.7998046875
1796.1673749651345,9622.900390625
1799.3544859653121,9669.599609375
1802.5397177476643,9594
1805.7230717199,9592.400390625
1808.9045492883579,9539.599609375
1812.0841518580237,9468.2001953125
1815.2618808325169,9411.5
1818.437737614111,9303.2998046875
1821.6117236037135,9330.599609375
1824.7838402008838,9265.7001953125
1827.9540888038282,9272.5
1831.1224708094032,9297
1834.2889876131121,9292.7998046875
1837.4536406091211,9334.599609375
1840.616431190243,9225.900390625
1843.7773607479467,9185.599609375
1846.9364306723619,9076.599609375
1850.093642352278,8992.400390625
1853.2489971751456,8937.2001953125
1856.4024965270764,8933.7001953125
1859.5541417928489,8891
1862.7039343559045,8920.2001953125
1865.8518755983569,8888.2001953125
1868.997966900979,8898
1872.1422096432307,8794.099609375
1875.2846052032291,8722.400390625
1878.4251549577784,8618.900390625
1881.5638602823492,8502.099609375
1884.7007225510933,8451
1887.8357431368404,8459
1890.9689234111011,8464.400390625
1894.100264744071,8445.900390625
1897.2297685046233,8439.7001953125
1900.3574360603252,8425.5
1903.4832687774233,8335.400390625
1906.6072680208563,8186
1909.7294351542532,8192.2001953125
1912.849771539939,8142.2998046875
1915.9682785389195,8117
1919.0849575109078,8010.10009765625
1922.1998098143085,8069.7998046875
1925.3128368062262,8077.2998046875
1928.4240398424645,8030.5
1931.5334202775266,7983.60009765625
1934.6409794646243,7936.7001953125
1937.7467187556649,7889.89990234375
1940.8506395012719,7843.10009765625
1943.9527430507678,7796.2001953125
1947.0530307521858,7749.39990234375
1950.15150395228,7702.60009765625
1953.2481639965008,7655.7001953125
1956.3430122290229,7608.7998046875
1959.436049992737,7562
1962.5272786292426,7466.7998046875
